"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"SHG","Shinhan Financial Group Co Ltd","42.34","20077610513.58","n/a","South Korea","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/shg",
"SIFY","Sify Technologies Limited","2.12","378485268.44","n/a","India","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sify",
"SIMO","Silicon Motion Technology Corporation","48.79","1723640483.39","n/a","Taiwan","2005","Technology","Semiconductors","https://www.nasdaq.com/symbol/simo",
"SPIL","Siliconware Precision Industries Company, Ltd.","8.6","5360141152.2","n/a","Taiwan","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/spil",
"SINA","Sina Corporation","93.37","6677323804.2","n/a","China","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sina",
"SHI","SINOPEC Shangai Petrochemical Company, Ltd.","63.93","6919663970.55","n/a","China","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/shi",
"SVA","Sinovac Biotech, Ltd.","8.16","465277169.76","n/a","China","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sva",
"SKM","SK Telecom Co., Ltd.","23.49","14942424927.42","n/a","South Korea","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/skm",
"SKYS","Sky Solar Holdings, Ltd.","1.25","65554142.5","n/a","Hong Kong","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/skys",
"SOHU","Sohu.com Inc.","33.78","1314071996.64","n/a","China","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/sohu",
"SNE","Sony Corp Ord","48.89","61832232766.08","n/a","Japan","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/sne",
"SORL","SORL Auto Parts, Inc.","4.55","87837390.55","n/a","China","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/sorl",
"SPI","SPI Energy Co., Ltd.","0.524","37993519.708","n/a","China","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/spi",
"SSLJ","SSLJ.com Limited","5.2","0","n/a","China","2018","Finance","Diversified Commercial Services","https://www.nasdaq.com/symbol/sslj",
"SMFG","Sumitomo Mitsui Financial Group Inc","8.49","59877677063.25","n/a","Japan","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/smfg",
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","42.65","221186141400","n/a","Taiwan","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/tsm",
"TAL","TAL Education Group","36.32","17933321577.28","n/a","China","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/tal",
"TANH","Tantech Holdings Ltd.","2.96","84961596.32","n/a","China","2015","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/tanh",
"TEDU","Tarena International, Inc.","10.95","620409501.9","n/a","China","2014","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/tedu",
"TTM","Tata Motors Ltd","26.72","18147426220.96","n/a","India","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/ttm",
"PETZ","TDH Holdings, Inc.","4.46","41143500","n/a","China","2017","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/petz",
"NCTY","The9 Limited","0.5405","12926328.2905","n/a","China","2004","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ncty",
"TMSR","TMSR Holding Company Limited","8.37","95207201.55","n/a","China","2015","Finance","Business Services","https://www.nasdaq.com/symbol/tmsr",
"TMSRW","TMSR Holding Company Limited","0.38","0","n/a","China","2015","Finance","Business Services","https://www.nasdaq.com/symbol/tmsrw",
"TM","Toyota Motor Corp Ltd Ord","128.53","190033146845.88","n/a","Japan","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/tm",
"TOUR","Tuniu Corporation","6.25","790564075","n/a","China","2014","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/tour",
"UMC","United Microelectronics Corporation","2.59","6311680668.37","n/a","Taiwan","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/umc",
"UTSI","UTStarcom Holdings Corp","4.98","176538435.3","n/a","China","2000","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/utsi",
"VIPS","Vipshop Holdings Limited","16.11","10570330419.75","n/a","China","2012","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/vips",
"VNRX","VolitionRX Limited","2.26","67869592.18","n/a","Singapore","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/vnrx",
"WVE","WAVE Life Sciences Ltd.","40.95","1191200119.2","n/a","Singapore","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/wve",
"WB","Weibo Corporation","114.18","24964098943.08","n/a","China","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/wb",
"WINS","Wins Finance Holdings Inc.","136.01","2698117688.42","n/a","China","2014","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/wins",
"WIT","Wipro Limited","5.18","23308605699.4","n/a","India","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/wit",
"WNS","WNS (Holdings) Limited","45.66","2296788315.48","n/a","India","2006","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/wns",
"WF","Woori Bank","41.99","9423552926.58","n/a","South Korea","2014","Finance","Commercial Banks","https://www.nasdaq.com/symbol/wf",
"XIN","Xinyuan Real Estate Co Ltd","5.35","347659167.7","n/a","China","2007","Basic Industries","Homebuilding","https://www.nasdaq.com/symbol/xin",
"XNET","Xunlei Limited","11.83","787189008.97","n/a","China","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/xnet",
"YTRA","Yatra Online, Inc.","7.34","303367668.3","n/a","India","n/a","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/ytra",
"YGE","Yingli Green Energy Holding Company Limited","1.7514","31834106.6778","n/a","China","2007","Technology","Semiconductors","https://www.nasdaq.com/symbol/yge",
"YIN","Yintech Investment Holdings Limited","9.09","635492808","n/a","China","2016","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/yin",
"YRD","Yirendai Ltd.","35.21","2104014041.5","n/a","China","2015","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/yrd",
"YECO","Yulong Eco-Materials Limited","3.22","7763645.4","n/a","China","2017","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/yeco",
"YY","YY Inc.","91.47","5766162511.86","n/a","China","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/yy",
"ZLAB","Zai Lab Limited","21.68","1068951977.04","n/a","China","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zlab",
"ZKIN","ZK International Group Co., Ltd","7.06","93315634.72","n/a","China","2017","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/zkin",
"ZTO","ZTO Express (Cayman) Inc.","15.92","11356113924.88","n/a","China","2016","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/zto",
